Save No	Element	redox	Solid Phase	Specific Surface Area(m2/g)	CEC(meq/100g)	note	Solid Phase Group	Solution/Solid(mL/g)	Solution(mL)	Solid(g)	temp(degC)	Water Type	Ca(ppm)	Na(ppm)	K(ppm)	Mg(ppm)	Cl(ppm)	HCO3(ppm)	SO4(ppm)	F(ppm)	SiO2(ppm)	Fe(ppm)	NO3(ppm)	ClO4(ppm)	Ionic strength(mol/L)	DOC(ppm)	note	Ionic strength(mol/L)	pH init	pH end	C init(mol/L)	Contact time(day)	Separation	Eh init(mV)	Eh end(mV)	atm/redox condition	Kd(m3/kg)	error	Data type	Reference	Author	Year	Title	Journal	Publisher	Vol	No	Page	Note	replicates, n	additional/information	Kd Graph Data	Temp Graph Data	pH Graph Data	Time Graph Data	Eh Graph Data	Cinit Graph Data	Solution/Solid Graph Data	
98422	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.5M NaCl		11495.0			17725.0								0.5			0.5	n.r.	5.5	3.98E-06	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	2.18E-02	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.0218	0.0	5.5	7.0	0.0	0.00000398	500.0	
98423	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.5M NaCl		11495.0			17725.0								0.5			0.5	n.r.	5.5	4.10E-06	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	2.64E-02	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.0264	0.0	5.5	7.0	0.0	0.0000041	500.0	
98424	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.5M NaCl		11495.0			17725.0								0.5			0.5	n.r.	5.5	7.80E-06	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	1.66E-02	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.0166	0.0	5.5	7.0	0.0	0.0000078	500.0	
98425	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.5M NaCl		11495.0			17725.0								0.5			0.5	n.r.	5.5	3.71E-05	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	2.70E-02	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.027	0.0	5.5	7.0	0.0	0.0000371	500.0	
98426	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.5M NaCl		11495.0			17725.0								0.5			0.5	n.r.	5.5	7.39E-05	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	2.56E-02	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.0256	0.0	5.5	7.0	0.0	0.0000739	500.0	
98427	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.5M NaCl		11495.0			17725.0								0.5			0.5	n.r.	5.5	1.27E-04	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	4.34E-02	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.0434	0.0	5.5	7.0	0.0	0.000127	500.0	
98428	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.5M NaCl		11495.0			17725.0								0.5			0.5	n.r.	5.5	1.80E-04	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	3.39E-02	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.0339	0.0	5.5	7.0	0.0	0.00018	500.0	
98429	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.5M NaCl		11495.0			17725.0								0.5			0.5	n.r.	5.5	3.56E-04	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	3.78E-02	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.0378	0.0	5.5	7.0	0.0	0.000356	500.0	
98430	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.1M NaCl		2299.0			3545.0								0.1			0.1	n.r.	8.3	3.22E-07	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	1.55E-01	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.155	0.0	8.3	7.0	0.0	0.000000322	500.0	
98431	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.1M NaCl		2299.0			3545.0								0.1			0.1	n.r.	8.3	3.38E-07	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	1.75E-01	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.175	0.0	8.3	7.0	0.0	0.000000338	500.0	
98432	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.1M NaCl		2299.0			3545.0								0.1			0.1	n.r.	8.3	3.51E-07	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	1.74E-01	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.174	0.0	8.3	7.0	0.0	0.000000351	500.0	
98433	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.1M NaCl		2299.0			3545.0								0.1			0.1	n.r.	8.3	4.04E-07	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	1.45E-01	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.145	0.0	8.3	7.0	0.0	0.000000404	500.0	
98434	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.1M NaCl		2299.0			3545.0								0.1			0.1	n.r.	8.3	6.93E-07	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	1.50E-01	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.15	0.0	8.3	7.0	0.0	0.000000693	500.0	
98435	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.1M NaCl		2299.0			3545.0								0.1			0.1	n.r.	8.3	1.10E-06	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	1.64E-01	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.164	0.0	8.3	7.0	0.0	0.0000011	500.0	
98436	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.1M NaCl		2299.0			3545.0								0.1			0.1	n.r.	8.3	1.75E-06	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	1.54E-01	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.154	0.0	8.3	7.0	0.0	0.00000175	500.0	
98437	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.1M NaCl		2299.0			3545.0								0.1			0.1	n.r.	8.3	2.41E-06	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	1.60E-01	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.16	0.0	8.3	7.0	0.0	0.00000241	500.0	
98438	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.1M NaCl		2299.0			3545.0								0.1			0.1	n.r.	8.3	4.57E-06	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	1.62E-01	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.162	0.0	8.3	7.0	0.0	0.00000457	500.0	
98439	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.1M NaCl		2299.0			3545.0								0.1			0.1	n.r.	8.3	9.69E-06	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	1.28E-01	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.128	0.0	8.3	7.0	0.0	0.00000969	500.0	
98440	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.1M NaCl		2299.0			3545.0								0.1			0.1	n.r.	8.3	5.18E-05	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	1.24E-01	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.124	0.0	8.3	7.0	0.0	0.0000518	500.0	
98441	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.1M NaCl		2299.0			3545.0								0.1			0.1	n.r.	8.3	1.05E-04	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	9.84E-02	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.0984	0.0	8.3	7.0	0.0	0.000105	500.0	
98442	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.1M NaCl		2299.0			3545.0								0.1			0.1	n.r.	8.3	1.06E-04	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	8.83E-02	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.0883	0.0	8.3	7.0	0.0	0.000106	500.0	
98443	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.1M NaCl		2299.0			3545.0								0.1			0.1	n.r.	8.3	1.52E-04	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	8.49E-02	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.0849	0.0	8.3	7.0	0.0	0.000152	500.0	
98444	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.1M NaCl		2299.0			3545.0								0.1			0.1	n.r.	8.3	3.73E-04	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	9.55E-02	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.0955	0.0	8.3	7.0	0.0	0.000373	500.0	
98445	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.5M NaCl		11495.0			17725.0								0.5			0.5	n.r.	8.3	1.41E-07	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	2.21E-02	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.0221	0.0	8.3	7.0	0.0	0.000000141	500.0	
98446	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.5M NaCl		11495.0			17725.0								0.5			0.5	n.r.	8.3	1.54E-07	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	3.28E-02	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.0328	0.0	8.3	7.0	0.0	0.000000154	500.0	
98447	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.5M NaCl		11495.0			17725.0								0.5			0.5	n.r.	8.3	1.58E-07	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	2.53E-02	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.0253	0.0	8.3	7.0	0.0	0.000000158	500.0	
98448	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.5M NaCl		11495.0			17725.0								0.5			0.5	n.r.	8.3	1.62E-07	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	3.40E-02	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.034	0.0	8.3	7.0	0.0	0.000000162	500.0	
98449	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.5M NaCl		11495.0			17725.0								0.5			0.5	n.r.	8.3	1.66E-07	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	4.72E-02	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.0472	0.0	8.3	7.0	0.0	0.000000166	500.0	
98450	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.5M NaCl		11495.0			17725.0								0.5			0.5	n.r.	8.3	1.74E-07	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	5.22E-02	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.0522	0.0	8.3	7.0	0.0	0.000000174	500.0	
98451	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.5M NaCl		11495.0			17725.0								0.5			0.5	n.r.	8.3	1.72E-07	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	2.61E-02	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.0261	0.0	8.3	7.0	0.0	0.000000172	500.0	
98452	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.5M NaCl		11495.0			17725.0								0.5			0.5	n.r.	8.3	1.79E-07	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	4.19E-02	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.0419	0.0	8.3	7.0	0.0	0.000000179	500.0	
98453	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.5M NaCl		11495.0			17725.0								0.5			0.5	n.r.	8.3	3.96E-07	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	3.67E-02	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.0367	0.0	8.3	7.0	0.0	0.000000396	500.0	
98454	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.5M NaCl		11495.0			17725.0								0.5			0.5	n.r.	8.3	5.99E-07	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	3.54E-02	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.0354	0.0	8.3	7.0	0.0	0.000000599	500.0	
98455	Sr	II	Na-illite#1	n.r.	20.3	illite, Le Puy-en-Velay, Na-IdP-A	Clay minerals	500	n.r.	n.r.	n.r.	0.5M NaCl		11495.0			17725.0								0.5			0.5	n.r.	8.3	8.68E-07	7	uc(n.r.)	n.r.	n.r.	N2(O2<0.1ppm)	3.14E-02	n.r.	Sorption isotherm from figure	Montoya et al.(2018)	Montoya, V. ,  Baeyens, B. , Glaus, M. A. , Kupcik, T. , Marques Fernandes, M. , Van Laer, L. , Bruggeman, C. , Maes, N. and Schafer, T.	2018	Sorption of Sr, Co and Zn on illite: Batch experiments and modelling including Co in-diffusion measurements on compacted samples	Geochimica et Cosmochimica Acta	-	223	-	1-20	-	n.r.	-	0.0314	0.0	8.3	7.0	0.0	0.000000868	500.0	
